GeneId	GeneName
NCU09098.7	tetracycline transporter
NCU16569.7	hypothetical protein
NCU16378.7	DUF1903 domain-containing protein
NCU02051.7	conserved hypothetical protein
NCU10073.7	actin binding protein
NCU03345.7	conserved hypothetical protein
NCU04423.7	conserved hypothetical protein
NCU00083.7	predicted protein
NCU07744.7	conserved hypothetical protein
NCU05984.7	formamidopyrimidine-DNA glycosylase
NCU03401.7	conserved hypothetical protein
NCU06296.7	conserved hypothetical protein
NCU06555.7	conserved hypothetical protein
NCU02183.7	conserved hypothetical protein
NCU07057.7	mrp-32
NCU08230.7	conserved hypothetical protein
NCU04840.7	autophagy protein Atg13
NCU16583.7	conserved hypothetical protein
NCU03218.7	PX domain-containing protein
NCU04576.7	conserved hypothetical protein
NCU00884.7	NAD dependent epimerase/dehydratase
NCU16936.7	predicted protein
NCU01742.7	conserved hypothetical protein
NCU01049.7	conserved hypothetical protein
NCU17277.7	hypothetical protein
NCU02611.7	multiple RNA-binding domain-containing protein 1
NCU01984.7	conserved hypothetical protein
NCU04925.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU05183.7	conserved hypothetical protein
NCU04879.7	conserved hypothetical protein
NCU00755.7	conserved hypothetical protein
NCU04608.7	conserved hypothetical protein
NCU06366.7	Ca2+/H+ antiporter
NCU04070.7	conserved hypothetical protein
NCU02374.7	rpn-9
NCU01325.7	conserved hypothetical protein
NCU03806.7	cyh-2
NCU05368.7	conserved hypothetical protein
NCU07992.7	spt3
NCU07775.7	conserved hypothetical protein
NCU00444.7	transcription initiation factor TFIID subunit 14
NCU00878.7	conserved hypothetical protein
NCU06778.7	oxa-2
NCU08356.7	acetamidase
NCU03271.7	conserved hypothetical protein
NCU08753.7	conserved hypothetical protein
NCU07573.7	conserved hypothetical protein
NCU03968.7	conserved hypothetical protein
NCU00638.7	conserved hypothetical protein
NCU08330.7	conserved hypothetical protein
NCU02273.7	pep4
NCU02594.7	conserved hypothetical protein
NCU09577.7	conserved hypothetical protein
NCU07028.7	conserved hypothetical protein
NCU06868.7	Sec23/Sec24 family protein
NCU00532.7	conserved hypothetical protein
NCU06344.7	disulfide isomerase
NCU00730.7	conserved hypothetical protein
NCU16595.7	predicted protein
NCU00524.7	conserved hypothetical protein
NCU07770.7	conserved hypothetical protein
NCU06038.7	ribosomal protein L36
NCU01388.7	mnt-1
NCU16716.7	predicted protein
NCU09556.7	conserved hypothetical protein
NCU06240.7	pkac-1
NCU00351.7	cript family protein
NCU09028.7	gh47-8
NCU06264.7	mus-53
NCU00849.7	conserved hypothetical protein
NCU00492.7	conserved hypothetical protein
NCU11146.7	aminotransferase
NCU08786.7	conserved hypothetical protein
NCU00138.7	pre-1
NCU10883.7	conserved hypothetical protein
NCU03082.7	conserved hypothetical protein
NCU02889.7	conserved hypothetical protein
nan.7	conserved hypothetical protein
NCU16719.7	merozoite capping protein-1
NCU01211.7	conserved hypothetical protein
NCU06627.7	conserved hypothetical protein
NCU07326.7	conserved hypothetical protein
NCU04627.7	conserved hypothetical protein
NCU08601.7	conserved hypothetical protein
NCU08964.7	crp-43
NCU07075.7	cax
NCU09156.7	conserved hypothetical protein
NCU04726.7	beta-N-acetylglucosaminidase
NCU07986.7	membrane protein TMS1
NCU04731.7	sah-2
NCU08245.7	conserved hypothetical protein
NCU10001.7	conserved hypothetical protein
NCU00289.7	tah-1
NIL	conserved hypothetical protein
NCU09688.7	AP-1 complex subunit mu
NCU05698.7	conserved hypothetical protein
NCU02298.7	conserved hypothetical protein
NCU02526.7	conserved hypothetical protein
NCU04299.7	hypothetical protein
NCU02341.7	conserved hypothetical protein
NCU04663.7	conserved hypothetical protein
NCU16867.7	hypothetical protein
NCU16725.7	predicted protein
NCU06282.7	hypothetical protein
NCU02725.7	conserved hypothetical protein
NCU05813.7	mitochondrial large ribosomal subunit
NCU07172.7	serine/threonine-protein kinase prk1
NCU00698.7	conserved hypothetical protein
NCU08360.7	conserved hypothetical protein
NCU08416.7	DUF1674 domain-containing protein
NCU05384.7	conserved hypothetical protein
NCU08290.7	mus-51
NCU08173.7	conserved hypothetical protein
NCU06867.7	conserved hypothetical protein
NCU07272.7	conserved hypothetical protein
NCU04390.7	col-22
NCU02808.7	conserved hypothetical protein
NCU05981.7	conserved hypothetical protein
NCU08062.7	cytochrome P450 monooxygenase
NCU07763.7	conserved hypothetical protein
NCU05998.7	conserved hypothetical protein
NCU05517.7	mitochondrial genome maintenance protein MGM101
NCU05637.7	conserved hypothetical protein
NCU09122.7	ubiquitin conjugating enzyme
NCU03816.7	conserved hypothetical protein
NCU01107.7	short-chain dehydrogenase
NCU00052.7	alpha-methylacyl-CoA racemase
NCU00353.7	conserved hypothetical protein
NCU00980.7	conserved hypothetical protein
NCU00640.7	conserved hypothetical protein
NCU00291.7	conserved hypothetical protein
NCU04607.7	conserved hypothetical protein
NCU07569.7	conserved hypothetical protein
NCU05389.7	cpr-6
NCU06883.7	FHA domain-containing protein SNIP1
NCU00417.7	cell cycle control protein cwf14
NCU05919.7	conserved hypothetical protein
NCU17275.7	conserved hypothetical protein
NCU06899.7	conserved hypothetical protein
NCU06074.7	conserved hypothetical protein
NCU04506.7	conserved hypothetical protein
NCU04092.7	N-acylethanolamine amidohydrolase
NCU07551.7	conserved hypothetical protein
NCU03181.7	acetylxylan esterase
NCU01779.7	HIRA-interacting protein 5
NCU06186.7	conserved hypothetical protein
NCU04946.7	conserved hypothetical protein
NCU03928.7	conserved hypothetical protein
NCU08492.7	conserved hypothetical protein
NCU06949.7	spr-6
NCU09101.7	conserved hypothetical protein
NCU03322.7	GDSL family lipase
NCU01702.7	nuclear pore protein
NCU08919.7	crf2-1
NCU06453.7	conserved hypothetical protein
NCU16459.7	hypothetical protein
NCU16368.7	arsenical-resistance protein
NCU05173.7	conserved hypothetical protein
NCU00423.7	conserved hypothetical protein
NCU02144.7	conserved hypothetical protein
NCU04749.7	DNA replication helicase Dna2
NCU00361.7	pre-mRNA-splicing factor syf-2
NCU04563.7	conserved hypothetical protein
NCU09982.7	dynein family protein
NCU00456.7	conserved hypothetical protein
NCU04127.7	conserved hypothetical protein
NCU05010.7	conserved hypothetical protein
NCU04313.7	methionyl-tRNA formyltransferase
NCU08453.7	conserved hypothetical protein
NCU02830.7	ARF GTPase activator
NCU05846.7	conserved hypothetical protein
NCU05996.7	C6 finger domain-containing protein
NCU00719.7	conserved hypothetical protein
NCU09074.7	conserved hypothetical protein
NCU08298.7	cytosolic phospholipase A2 zeta
NCU05378.7	conserved hypothetical protein
NCU00958.7	5-azacytidine resistance protein azr1
NCU09296.7	conserved hypothetical protein
NCU11278.7	conserved hypothetical protein
NCU06936.7	conserved hypothetical protein
NCU05718.7	conserved hypothetical protein
NCU02833.7	C2 domain-containing protein
NCU04036.7	conserved hypothetical protein
NCU01252.7	MYND domain-containing protein
NCU03834.7	histone acetyltransferase complex component Epl1
NCU04526.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU00292.7	cea-3
NCU00406.7	protein kinase CHM1
NCU03822.7	conserved hypothetical protein
NCU07531.7	copper-transporting ATPase
NCU07559.7	conserved hypothetical protein
NCU01262.7	conserved hypothetical protein
NCU09466.7	conserved hypothetical protein
NCU10852.7	exochitinase
NCU07994.7	conserved hypothetical protein
NCU05207.7	MFS multidrug transporter
NCU07692.7	conserved hypothetical protein
NCU07335.7	conserved hypothetical protein
NCU04638.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU00774.7	conserved hypothetical protein
NCU07747.7	conserved hypothetical protein
NCU08297.7	cell division control protein 3
NCU08633.7	cactin
NCU02493.7	pca-7
NCU10239.7	conserved hypothetical protein
NCU04477.7	conserved hypothetical protein
NCU02278.7	conserved hypothetical protein
NCU02541.7	oligosaccharyltransferase alpha subunit
NCU16906.7	hypothetical protein
NCU03875.7	crf4-1
NCU04484.7	conserved hypothetical protein
NCU04495.7	C-type cyclin
NCU09648.7	aldehyde dehydrogenase
NCU07971.7	DUF221 domain-containing protein
NCU02481.7	mitochondrial 2-methylisocitrate lyase
NCU08731.7	anaphase-promoting complex subunit 10
NIL	conserved hypothetical protein
NCU01281.7	conserved hypothetical protein
NCU01238.7	PHD transcription factor
NCU06164.7	hypothetical protein
NIL	conserved hypothetical protein
NCU07012.7	conserved hypothetical protein
NCU00345.7	conserved hypothetical protein
NCU10285.7	benzoate 4-monooxygenase cytochrome P450
NCU07320.7	phosphatidylinositol transporter
NCU02029.7	conserved hypothetical protein
NCU09084.7	conserved hypothetical protein
NCU02503.7	conserved hypothetical protein
NCU05845.7	conserved hypothetical protein
NCU07394.7	conserved hypothetical protein
NCU07074.7	conserved hypothetical protein
NCU08158.7	dual specificity phosphatase
NCU01563.7	RNA polymerase II holoenzyme cyclin-like subunit
NCU00176.7	conserved hypothetical protein
NCU02596.7	conserved hypothetical protein
NCU03109.7	conserved hypothetical protein
NCU11365.7	aminotransferase
NCU16632.7	predicted protein
NCU01450.7	conserved hypothetical protein
NCU02190.7	oxysterol binding protein
NCU05132.7	conserved hypothetical protein
NCU00215.7	conserved hypothetical protein
NCU02456.7	potassium transporter
NCU02610.7	dynein light chain type 1
NCU17161.7	conserved hypothetical protein
NCU06153.7	monooxygenase
NCU01664.7	DUF974 domain-containing protein
NCU08538.7	conserved hypothetical protein
NCU10027.7	conserved hypothetical protein
NCU07459.7	prm-1
NCU05131.7	conserved hypothetical protein
NCU01891.7	conserved hypothetical protein
NCU09072.7	conserved hypothetical protein
NCU00631.7	crf9-1
NCU09382.7	TPR domain-containing protein
NCU03776.7	ABC multidrug transporter
NCU07106.7	conserved hypothetical protein
NCU02320.7	conserved hypothetical protein
NCU01785.7	conserved hypothetical protein
NCU08814.7	conserved hypothetical protein
NCU07502.7	conserved hypothetical protein
NCU03229.7	tim44
NCU01696.7	mRNA cleavage factor complex component Pcf11
NCU03214.7	ER lumen protein retaining receptor
NCU02258.7	hypothetical protein
NCU00566.7	synaptobrevin
NCU04822.7	conserved hypothetical protein
NCU03409.7	RNA lariat debranching enzyme
NCU04676.7	glutathione S-transferase
NCU06099.7	conserved hypothetical protein
NCU07911.7	mitochondrial outer membrane protein iml-2
NCU00225.7	conserved hypothetical protein
NCU02732.7	conserved hypothetical protein
NCU00329.7	vad-1
NCU17274.7	predicted protein
NCU09953.7	conserved hypothetical protein
NCU01193.7	conserved hypothetical protein
NCU00382.7	conserved hypothetical protein
NCU04691.7	alpha-1,3-glucanase
NCU01670.7	type 1 phosphatase regulator ypi-1
NCU09759.7	endonuclease/exonuclease/phosphatase
NCU09358.7	hexose carrier protein
NCU06304.7	HET domain-containing protein
NCU02342.7	conserved hypothetical protein
NCU10152.7	conserved hypothetical protein
NCU05527.7	conserved hypothetical protein
NCU06346.7	conserved hypothetical protein
NCU02091.7	gh47-7
NCU00025.7	integral membrane protein
NCU09939.7	conserved hypothetical protein
NCU07210.7	conserved hypothetical protein
NCU09527.7	conserved hypothetical protein
NCU09166.7	conserved hypothetical protein
NCU05715.7	sorting nexin mvp-1
NCU09552.7	topoisomerase 1-associated factor 1
NCU04904.7	conserved hypothetical protein
NCU05801.7	conserved hypothetical protein
NCU09057.7	conserved hypothetical protein
NCU08475.7	conserved hypothetical protein
NCU09548.7	platelet-activating factor acetylhydrolase
NCU01855.7	conserved hypothetical protein
NCU07810.7	conserved hypothetical protein
NCU07449.7	conserved hypothetical protein
NCU05379.7	conserved hypothetical protein
NCU05375.7	conserved hypothetical protein
NCU03018.7	small nucleolar ribonucleoprotein complex subunit
NCU09308.7	glycoprotease
NCU03028.7	deubiquitination-protection protein dph1
NCU08720.7	conserved hypothetical protein
NCU09372.7	conserved hypothetical protein
NCU08954.7	conserved hypothetical protein
NCU09719.7	conserved hypothetical protein
NCU09388.7	conserved hypothetical protein
NCU03753.7	ccg-1
NCU08002.7	carnitine acetyl transferase
NCU04079.7	conserved hypothetical protein
NCU06131.7	conserved hypothetical protein
NCU17284.7	conserved hypothetical protein
NCU03531.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU10776.7	DNA-repair protein rad2
NCU03420.7	conserved hypothetical protein
NCU03177.7	sco1
NCU09797.7	conserved hypothetical protein
NCU02146.7	conserved hypothetical protein
NCU00578.7	peptidyl-prolyl cis-trans isomerase-like 1
NCU03710.7	integral membrane protein
NCU04285.7	conserved hypothetical protein
NCU00269.7	set-2
NCU10057.7	conserved hypothetical protein
NCU03331.7	conserved hypothetical protein
NCU02990.7	conserved hypothetical protein
NCU08221.7	dienelactone hydrolase
NCU00711.7	multidrug resistance protein fnx1
NCU08231.7	acyltransferase
NCU05377.7	integral membrane protein
NCU11369.7	BAR domain-containing protein
NCU02817.7	conserved hypothetical protein
NCU03895.7	conserved hypothetical protein
NCU16966.7	conserved hypothetical protein
NCU07871.7	conserved hypothetical protein
NCU05672.7	predicted protein
NCU08903.7	Nop10 family nucleolar RNA-binding protein
NCU16352.7	hypothetical protein
NCU03618.7	integral membrane protein
NCU04007.7	conserved hypothetical protein
NCU03280.7	NUDIX domain-containing protein
NCU10595.7	conserved hypothetical protein
NCU09272.7	conserved hypothetical protein
NCU09256.7	conserved hypothetical protein
NCU07723.7	norsolorinic acid reductase
NCU02056.7	salicylaldehyde dehydrogenase
NCU00195.7	MFS transporter
NCU02559.7	conserved hypothetical protein
NCU09259.7	conserved hypothetical protein
NCU11346.7	conserved hypothetical protein
NCU02453.7	predicted protein
NCU07621.7	tzn-1
NCU16763.7	conserved hypothetical protein
NCU02295.7	phosphatidylinositol-4-phosphate 5-kinase its3
NCU01253.7	conserved hypothetical protein
NCU09912.7	MFS transporter
NCU16318.7	hypothetical protein
NCU08014.7	conserved hypothetical protein
NCU16327.7	conserved hypothetical protein
NCU11000.7	conserved hypothetical protein
NCU03361.7	conserved hypothetical protein
NCU03111.7	conserved hypothetical protein
NCU07244.7	conserved hypothetical protein
NCU05865.7	conserved hypothetical protein
NCU02774.7	conserved hypothetical protein
NCU00745.7	predicted protein
NCU06200.7	DUF1682 domain-containing protein
NCU08612.7	conserved hypothetical protein
NCU11306.7	cytochrome P450 2C30
NCU01688.7	conserved hypothetical protein
NCU05547.7	conserved hypothetical protein
NCU05114.7	hypothetical protein
NCU04905.7	conserved hypothetical protein
NCU00040.7	eif3a
NCU00646.7	methyltransferase LaeA
NCU06406.7	conserved hypothetical protein
NCU05720.7	chitin synthase export chaperone
NCU05086.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU16724.7	hypothetical protein
NIL	arg-2
NCU01623.7	conserved hypothetical protein
NCU08504.7	conserved hypothetical protein
NCU04314.7	conserved hypothetical protein
NCU00134.7	exportin-T
NCU08307.7	conserved hypothetical protein
NCU05622.7	arg-15
NCU09142.7	cytoplasmic dynein 1 intermediate chain 2
NCU09511.7	conserved hypothetical protein
NCU08258.7	conserved hypothetical protein
NIL	NADH dehydrogenase subunit 2
NCU07078.7	conserved hypothetical protein
NCU07666.7	DUF1014 domain-containing protein
NCU09465.7	diphthamide biosynthesis protein 3
NCU08393.7	conserved hypothetical protein
NCU03448.7	conserved hypothetical protein
NCU08693.7	hsp70-5
NCU05646.7	conserved hypothetical protein
NCU01540.7	pho-6
NCU06769.7	activator 1 38 kDa subunit
NCU03040.7	N-glycosylase/DNA lyase
NCU04812.7	conserved hypothetical protein
NCU07416.7	conserved hypothetical protein
NCU00739.7	conserved hypothetical protein
NCU05347.7	hH2Az
NCU07151.7	conserved hypothetical protein
NCU09969.7	conserved hypothetical protein
NCU03102.7	crp-19
NCU03296.7	F1 ATPase assembly protein 11
NCU03628.7	pod-5
NCU08621.7	conserved hypothetical protein
NCU06185.7	acw-9
NCU05510.7	conserved hypothetical protein
NCU08494.7	conserved hypothetical protein
NCU03513.7	conserved hypothetical protein
NCU16341.7	rid
NCU02012.7	conserved hypothetical protein
NCU07985.7	MFS transporter
NCU03681.7	conserved hypothetical protein
NCU06542.7	mrp-12
NCU08650.7	conserved hypothetical protein
NCU11410.7	cell cycle protein kinase
NCU03399.7	conserved hypothetical protein
NCU07061.7	conserved hypothetical protein
NCU08225.7	high affinity nickel transporter nic1
NCU07235.7	conserved hypothetical protein
NCU04845.7	phytanoyl-CoA dioxygenase
NCU11340.7	conserved hypothetical protein
NCU03147.7	assembly factor cbp-4
NCU03661.7	GTPase-activating protein GYP7
NCU07487.7	gh3-6
NCU06095.7	csp-2
NCU01090.7	conserved hypothetical protein
NCU04075.7	conserved hypothetical protein
NCU02592.7	chitin synthase activator
NCU00866.7	DUF1275 domain-containing protein
NCU07966.7	calcium-transporting ATPase 3
NCU00499.7	conserved hypothetical protein
NCU04429.7	mitochondrial import protein mmp37
NCU12151.7	conserved hypothetical protein
NCU06365.7	DEAD/DEAH box helicase
NCU02924.7	epoxide hydrolase
NCU05514.7	golgi membrane protein
NCU02387.7	nuclear import and export protein Msn5
NCU04706.7	conserved hypothetical protein
NCU05918.7	conserved hypothetical protein
NCU02632.7	sulfate transporter
NCU06640.7	conserved hypothetical protein
NCU06250.7	F-box/LRR repeat containing protein 2
NCU02275.7	conserved hypothetical protein
NCU10683.7	NRS/ER
NCU09809.7	mitochondrial copper ion transporter
NCU00725.7	epsin-3
NCU00249.7	conserved hypothetical protein
NCU02024.7	conserved hypothetical protein
NCU04618.7	conserved hypothetical protein
NCU11215.7	RING-10 protein
NIL	conserved hypothetical protein
NCU00487.7	conserved hypothetical protein
NCU08402.7	zinc-binding alcohol dehydrogenase
NCU05342.7	conserved hypothetical protein
NCU00379.7	conserved hypothetical protein
NCU04432.7	conserved hypothetical protein
NCU05906.7	conserved hypothetical protein
NCU05483.7	conserved hypothetical protein
NCU05252.7	deoxyhypusine hydroxylase
NCU02406.7	nuclear protein
NCU03150.7	60S ribosomal protein L24
NCU07538.7	conserved hypothetical protein
NCU02172.7	conserved hypothetical protein
NCU01967.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU11129.7	carboxypeptidase s
NCU03231.7	mitochondrial chaperone BCS1
NCU07002.7	THO complex component
NCU04142.7	hsp80
NCU09276.7	conserved hypothetical protein
NCU00535.7	alanyl-tRNA synthetase
NCU10237.7	glycerophosphoryl diester phosphodiesterase
NCU03092.7	nuclear localization sequence binding protein
NCU17227.7	conserved hypothetical protein
NCU08387.7	conserved hypothetical protein
NCU06959.7	conserved hypothetical protein
NCU09835.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU16902.7	conserved hypothetical protein
NCU09063.7	nuclear condensin complex subunit Smc4
NCU03330.7	TBC domain-containing protein
NCU00789.7	DUF221 domain-containing protein
NCU07171.7	arp-2
NCU07112.7	conserved hypothetical protein
NCU07556.7	crf8-1
NCU06045.7	conserved hypothetical protein
NCU05781.7	mitotic spindle checkpoint component MAD2
NCU02923.7	conserved hypothetical protein
NCU01022.7	DUF1253 domain-containing protein
NIL	ND4L
NCU02103.7	DNA-directed RNA polymerase II largest subunit
NCU04193.7	conserved hypothetical protein
NCU02242.7	RING finger domain-containing protein
NCU00281.7	UDP-glucose,sterol transferase
NCU04529.7	conserved hypothetical protein
NCU17077.7	conserved hypothetical protein
NCU09500.7	conserved hypothetical protein
NIL	predicted protein
NCU17037.7	Ser/Thr protein phosphatase
NCU06763.7	conserved hypothetical protein
NCU04788.7	cytosolic Fe-S cluster assembling factor NBP35
NCU00618.7	crp-6
NCU08784.7	conserved hypothetical protein
NCU01347.7	conserved hypothetical protein
NCU05383.7	col-24
NCU02040.7	conserved hypothetical protein
NCU05820.7	conserved hypothetical protein
NCU02433.7	cpr-1
NCU04673.7	C2H2 finger domain-containing protein
NCU03647.7	conserved hypothetical protein
NCU08345.7	ubiquitin-conjugating enzyme E
NCU06533.7	conserved hypothetical protein
NCU17177.7	glycylpeptide N-tetradecanoyltransferase
NCU01473.7	mrp-51
NCU03158.7	alpha/beta hydrolase
NCU15831.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU03151.7	peroxisomal membrane protein
NCU05946.7	predicted protein
NCU04637.7	BAR adaptor protein RVS167
NCU08207.7	conserved hypothetical protein
NCU04091.7	conserved hypothetical protein
NCU11308.7	conserved hypothetical protein
NCU16541.7	conserved hypothetical protein
NCU05869.7	conserved hypothetical protein
NCU10546.7	4-coumarate-CoA ligase
NCU08150.7	conserved hypothetical protein
NCU09053.7	conserved hypothetical protein
NCU02509.7	crp-44
NCU02353.7	cpr-3
NCU04843.7	predicted protein
NCU04413.7	UPF0132 domain-containing protein
NCU03636.7	conserved hypothetical protein
NCU06449.7	trk-1
NCU01866.7	lactonohydrolase
NCU01589.7	hsp60
NCU00935.7	conserved hypothetical protein
NCU16827.7	conserved hypothetical protein
NCU01854.7	conserved hypothetical protein
NCU03123.7	conserved hypothetical protein
NCU09881.7	conserved hypothetical protein
NCU08575.7	conserved hypothetical protein
NCU04294.7	sad-2
NCU01607.7	conserved hypothetical protein
NCU04201.7	signal transduction protein Syg1
NCU06203.7	conserved hypothetical protein
NCU01205.7	conserved hypothetical protein
NCU02608.7	conserved hypothetical protein
NCU01611.7	carnitine acetyl transferase
NCU10029.7	peptide methionine sulfoxide reductase msrA
NCU00694.7	conserved hypothetical protein
NCU02544.7	ABC transporter
NCU07553.7	conserved hypothetical protein
NCU05030.7	conserved hypothetical protein
NCU11012.7	DNA-directed RNA polymerase I
NCU01340.7	conserved hypothetical protein
NCU09975.7	multidrug resistance protein 3
NCU07715.7	conserved hypothetical protein
NCU00826.7	conserved hypothetical protein
NCU04916.7	conserved hypothetical protein
NCU02973.7	mitochondrial carrier protein
NCU08276.7	conserved hypothetical protein
NCU08321.7	conserved hypothetical protein
NCU04224.7	conserved hypothetical protein
NCU16332.7	predicted protein
NCU06437.7	conserved hypothetical protein
NCU04398.7	conserved hypothetical protein
NCU02473.7	nucleoporin Nup44
NCU03660.7	FK506 suppressor Sfk1
NCU00089.7	MYND domain-containing protein
NCU10276.7	conserved hypothetical protein
NCU07949.7	hypothetical protein
NCU04827.7	conserved hypothetical protein
NCU02839.7	T-complex protein 1
NCU01977.7	urea transporter
NCU06130.7	conserved hypothetical protein
NCU04135.7	conserved hypothetical protein
NCU05852.7	glucuronan lyase A
NCU07015.7	queuine tRNA-ribosyltransferase
NCU04604.7	conserved hypothetical protein
NCU07544.7	ubiquitin ligase BRE1
NCU07772.7	conserved hypothetical protein
NCU05706.7	glutathione S-transferase
NCU07216.7	conserved hypothetical protein
NCU04875.7	conserved hypothetical protein
NCU06010.7	mutanase
NCU16461.7	predicted protein
NCU01294.7	hydrolase
NCU16854.7	predicted protein
NCU09882.7	metacaspase-1A
NCU05593.7	tob55
NIL	conserved hypothetical protein
NCU12099.7	hypothetical protein
NCU09996.7	conserved hypothetical protein
NCU00542.7	DUF914 domain membrane protein
NCU16633.7	predicted protein
NCU06618.7	metallopeptidase MepB
NCU03732.7	SIS1
NCU09338.7	conserved hypothetical protein
NCU09863.7	conserved hypothetical protein
NCU00458.7	conserved hypothetical protein
NCU05135.7	conserved hypothetical protein
NCU02790.7	conserved hypothetical protein
NCU03195.7	tRNA-dihydrouridine synthase 4
NCU06646.7	RNA polymerase II transcription factor B subunit 5
NCU06308.7	cyt-5
NCU03904.7	conserved hypothetical protein
NCU16690.7	hypothetical protein
NCU16670.7	dihydrofolate reductase
NCU12067.7	hypothetical protein
NCU02032.7	gh76-1
NCU00802.7	conserved hypothetical protein
NCU01935.7	palmitoyltransferase PFA5
NIL	conserved hypothetical protein
NCU00407.7	conserved hypothetical protein
NCU01515.7	DNA-directed RNA polymerase II polypeptide
NCU10274.7	conserved hypothetical protein
NCU09677.7	UPF0187 domain membrane protein
NCU08715.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU17260.7	conserved hypothetical protein
NCU04807.7	universal stress protein family domain-containing protein
NCU06680.7	conserved hypothetical protein
NCU06681.7	conserved hypothetical protein
NCU09596.7	phytanoyl-CoA dioxygenase
NCU16439.7	conserved hypothetical protein
NCU07214.7	conserved hypothetical protein
NCU07380.7	eif3d
NCU07467.7	conserved hypothetical protein
NCU09451.7	conserved hypothetical protein
NCU00251.7	cpr-7
NCU08657.7	conserved hypothetical protein
NCU04876.7	conserved hypothetical protein
NCU12091.7	conserved hypothetical protein
NCU04625.7	purine transporter
NCU02616.7	WD-repeat containing protein slp1
NCU05700.7	mannosyl-3-phosphoglycerate synthase
NCU09386.7	conserved hypothetical protein
NCU02748.7	rRNA-processing protein utp23
NCU06809.7	hle-1
NCU09060.7	conserved hypothetical protein
NCU05043.7	conserved hypothetical protein
NCU09193.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU09475.7	crp-13
NCU00478.7	acon-2
NCU06549.7	pdx-2
NCU09260.7	conserved hypothetical protein
NCU03019.7	conserved hypothetical protein
NCU10933.7	conserved hypothetical protein
NCU02418.7	conserved hypothetical protein
NCU06957.7	conserved hypothetical protein
NCU08063.7	conserved hypothetical protein
NCU04168.7	conserved hypothetical protein
NCU06383.7	UPF0075 domain-containing protein
NCU00770.7	conserved hypothetical protein
NCU05314.7	conserved hypothetical protein
NCU01357.7	conserved hypothetical protein
NCU01006.7	cia84
NCU05077.7	metal homeostatis protein bsd2
NCU11309.7	integral membrane protein
NCU03465.7	conserved hypothetical protein
NCU07670.7	cyt-19
NCU05804.7	crp-52
NCU03805.7	conserved hypothetical protein
NCU12077.7	oxidoreductase
NCU02327.7	conserved hypothetical protein
NCU10772.7	conserved hypothetical protein
NCU00476.7	UPF0023 family protein
NCU03883.7	vacuolar transporter chaperone 1
NCU06730.7	conserved hypothetical protein
NCU07583.7	conserved hypothetical protein
NCU04700.7	conserved hypothetical protein
NCU08281.7	conserved hypothetical protein
NCU04855.7	C2HC5 finger protein
NCU00114.7	mrp-10
NCU00153.7	ndi-1
NCU01764.7	conserved hypothetical protein
NCU08880.7	neutral amino acid permease
NCU00148.7	short chain dehydrogenase/reductase
NCU09258.7	serine/threonine protein kinase
NCU08951.7	H/ACA ribonucleoprotein complex subunit 2
NCU10210.7	conserved hypothetical protein
NCU16494.7	predicted protein
NCU06659.7	GTP-binding protein
NCU06359.7	conserved hypothetical protein
NCU05146.7	conserved hypothetical protein
NCU03565.7	crp-57
NCU08805.7	conserved hypothetical protein
NCU03215.7	glycosyl hydrolase
NCU02512.7	conserved hypothetical protein
NCU08200.7	predicted protein
NCU07674.7	mob-3
NCU06667.7	conserved hypothetical protein
NCU00824.7	hda-3
NCU12035.7	conserved hypothetical protein
NCU02658.7	ATP binding protein
NCU10847.7	ngf-1
NCU02237.7	GRC3
NCU00205.7	conserved hypothetical protein
NCU07455.7	conserved hypothetical protein
NCU08899.7	conserved hypothetical protein
NCU08630.7	conserved hypothetical protein
NCU03115.7	spa2
NCU02457.7	DNA-directed polymerase kappa
NCU09602.7	hsp70-1
NCU05899.7	flotillin domain-containing protein
NCU00759.7	conserved hypothetical protein
NCU06710.7	CLPTM1 domain-containing protein
NCU01881.7	conserved hypothetical protein
NCU08572.7	conserved hypothetical protein
NCU02043.7	UPF0326 protein hag1
NCU06742.7	conserved hypothetical protein
NCU10622.7	conserved hypothetical protein
NCU08407.7	MFS transporter
NCU03985.7	DUF159 domain-containing protein
NCU01981.7	eif1
NCU01561.7	conserved hypothetical protein
NCU05934.7	conserved hypothetical protein
NCU03456.7	conserved hypothetical protein
NCU05387.7	hydrolase
NCU03789.7	MFS drug transporter
NCU06524.7	protease inhibitor
NCU16722.7	predicted protein
NCU07414.7	mitochondrial targeting protein
NCU00412.7	conserved hypothetical protein
NCU03629.7	conserved hypothetical protein
NCU06170.7	conserved hypothetical protein
NCU00349.7	conserved hypothetical protein
NCU00886.7	conserved hypothetical protein
NCU09700.7	T-complex protein 1 subunit beta
NCU09923.7	gh3-7
NCU01044.7	sp
NCU01651.7	conserved hypothetical protein
NCU02782.7	predicted protein
NCU03299.7	conserved hypothetical protein
