Gene	ReactionId	RxnName	RxnEqn
NCU02665.7	RXN2T-323	EC 2.3.1.20	1-18:3-2-18:0-diacylglycerol + palmitoyl-CoA  =  1-16:0-2-18:1-3-18:2-triacylglycerol + coenzyme A
NCU05985.7	RXN2T-308	EC 2.3.1.15	<i>sn</i>-glycerol-3-phosphate + arachidoyl-CoA  =  1-arachadoylglycerol 3-phosphate + coenzyme A
NCU11282.7	RXN2T-308	EC 2.3.1.15	<i>sn</i>-glycerol-3-phosphate + arachidoyl-CoA  =  1-arachadoylglycerol 3-phosphate + coenzyme A
NCU00580.7	RXN2T-196	EC 3.1.2.2	butanoyl-CoA + H<SUB>2</SUB>O  =  2-butanoate + coenzyme A + H<SUP>+</SUP>
NCU08998.7	RXN-6902	EC 2.6.1.-	4-aminobutyrate + pyruvate  =  succinate semialdehyde + L-alanine
NCU02416.7	RXN2T-353	EC 2.3.1.158	1-18:1-2-18:2-phosphatidate + 1-20:0-2-18:0-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-18:0-2-18:1-3-18:2-triacylglycerol
NCU02416.7	RXN2T-429	EC 2.3.1.158	1-18:1-2-18:3-phosphatidate + 1-16:0-2-18:1-diacylglycerol  =  1-oleyl-2-lyso-phosphatidate + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU02693.7	RXN2T-481	EC 1.1.1.170	4&alpha;-carboxy-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup>  =  CO<SUB>2</SUB> + 5&alpha;-cholesta-8,24-dien-3-one + NADPH
NCU03243.7	RXN2T-170	EC 3.1.4.3	1-18:2-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  1-18:3-2-18:2-diacylglycerol + phosphoryl-choline + H<SUP>+</SUP>
NCU02416.7	RXN2T-404	EC 2.3.1.158	1-18:1-2-16:0-phosphatidylglycerol + 1-18:3-2-18:2-diacylglycerol  =  1-18:3-lysophosphatidylglycerol + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU06532.7	RXN2T-499	EC 1.3.5.2	(<i>S</i>)-dihydroorotate<SUB>[mitochondrial intermembrane space]</SUB> + ubiquinone-<i>8</i><SUB>[mitochondrial intermembrane space]</SUB>  =  orotate<SUB>[mitochondrial intermembrane space]</SUB> + ubiquinol-<i>8</i><SUB>[mitochondrial intermembrane space]</SUB>
NCU02665.7	RXN2T-325	EC 2.3.1.20	1-18:0-2-18:1-diacylglycerol + palmitoyl-CoA  =  1-16:0-2-18:0-3-18:1-triacylglycerol + coenzyme A
NCU04835.7	RIBOFLAVINSYNDEAM-RXN	EC 3.5.4.26	2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + H<SUB>2</SUB>O  =  5-amino-6-(5'-phosphoribosylamino)uracil + ammonia
NCU17060.7	RIBOFLAVINSYNDEAM-RXN	EC 3.5.4.26	2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + H<SUB>2</SUB>O  =  5-amino-6-(5'-phosphoribosylamino)uracil + ammonia
NCU08313.7	RIBOFLAVINSYNDEAM-RXN	EC 3.5.4.26	2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + H<SUB>2</SUB>O  =  5-amino-6-(5'-phosphoribosylamino)uracil + ammonia
NCU02416.7	RXN2T-391	EC 2.3.1.158	1-18:1-2-18:2-phosphatidate + 1-18:0-2-18:1-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU06402.7	RXN2T-471	EC 1.14.13.72	4&alpha;-formyl-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + oxygen  =  4&alpha;-carboxy-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU10506.7	RXN2T-210	EC 3.1.1.3	1-18:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  arachidonate + 1-16:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-210	EC 3.1.1.3	1-18:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  arachidonate + 1-16:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-210	EC 3.1.1.3	1-18:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  arachidonate + 1-16:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU03010.7	RXN2T-461	EC 1.2.1.31	&Delta;<sup>1</sup>-piperideine-6-carboxylate + NADP<sup>+</sup> + 2.0 H<SUB>2</SUB>O  =  2-aminoadipate + NADPH + H<SUP>+</SUP>
NCU08441.7	RXN2T-129	EC 6.2.1.2	ATP + 12-oxo-cis-10,15-phytodienoate + coenzyme A  =  AMP + OPC8-trans-2-enoyl-CoA + diphosphate
NCU02416.7	RXN2T-355	EC 2.3.1.158	1-18:3-2-16:0-phosphatidate + 1-20:0-2-18:0-diacylglycerol  =  1-stearoylglycerol 3-phosphate + 1-18:0-2-18:1-3-18:2-triacylglycerol
NCU08828.7	RXN2T-103	EC 4.2.1.17	(S)-3-hydroxybutanoyl-CoA<SUB>[glyoxysomal lumen]</SUB>  =  crotonyl-CoA<SUB>[glyoxysomal lumen]</SUB> + H<SUB>2</SUB>O<SUB>[glyoxysomal lumen]</SUB>
NCU06448.7	RXN2T-103	EC 4.2.1.17	(S)-3-hydroxybutanoyl-CoA<SUB>[glyoxysomal lumen]</SUB>  =  crotonyl-CoA<SUB>[glyoxysomal lumen]</SUB> + H<SUB>2</SUB>O<SUB>[glyoxysomal lumen]</SUB>
NCU09885.7	RXN2T-104	EC 1.3.99.3	butanoyl-CoA<SUB>[glyoxysomal lumen]</SUB> + FAD<SUB>[glyoxysomal lumen]</SUB> + H<SUP>+</SUP><SUB>[glyoxysomal lumen]</SUB>  =  crotonyl-CoA<SUB>[glyoxysomal lumen]</SUB> + FADH<SUB>2</SUB><SUB>[glyoxysomal lumen]</SUB>
NCU08924.7	RXN2T-104	EC 1.3.99.3	butanoyl-CoA<SUB>[glyoxysomal lumen]</SUB> + FAD<SUB>[glyoxysomal lumen]</SUB> + H<SUP>+</SUP><SUB>[glyoxysomal lumen]</SUB>  =  crotonyl-CoA<SUB>[glyoxysomal lumen]</SUB> + FADH<SUB>2</SUB><SUB>[glyoxysomal lumen]</SUB>
NCU02287.7	RXN2T-104	EC 1.3.99.3	butanoyl-CoA<SUB>[glyoxysomal lumen]</SUB> + FAD<SUB>[glyoxysomal lumen]</SUB> + H<SUP>+</SUP><SUB>[glyoxysomal lumen]</SUB>  =  crotonyl-CoA<SUB>[glyoxysomal lumen]</SUB> + FADH<SUB>2</SUB><SUB>[glyoxysomal lumen]</SUB>
NCU02416.7	RXN2T-432	EC 2.3.1.158	1-18:0-2-18:3-phosphatidate + 1-16:0-2-18:1-diacylglycerol  =  1-oleyl-2-lyso-phosphatidate + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU02416.7	RXN2T-390	EC 2.3.1.158	1-22:1-2-18:1-phosphatidylcholine + 1-18:0-2-18:1-diacylglycerol  =  1-18:3-lysophosphatidylcholine + 1-16:0-2-18:0-3-24:0-triacylglycerol
NCU02665.7	RXN2T-340	EC 2.3.1.20	1-18:3-2-18:1-diacylglycerol + oleoyl-CoA  =  1-18:0-2-18:2-3-18:3-triacylglycerol + coenzyme A
NCU09770.7	ACETYL-COA-HYDROLASE-RXN	EC 3.1.2.1	acetyl-CoA + H<SUB>2</SUB>O  &rarr;  acetate + coenzyme A + H<SUP>+</SUP>
NCU03955.7	RXN2T-181	EC 3.1.4.4	1-16:0-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:3-2-16:0-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-181	EC 3.1.4.4	1-16:0-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:3-2-16:0-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-181	EC 3.1.4.4	1-16:0-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:3-2-16:0-phosphatidate + H<SUP>+</SUP>
NCU02665.7	RXN2T-335	EC 2.3.1.20	1-16:0-2-18:1-diacylglycerol + linoleoyl-CoA  =  1-16:0-2-18:1-3-18:2-triacylglycerol + coenzyme A
NCU02110.7	RXN2T-447	EC 1.6.3.1	NADH + H<SUP>+</SUP> + oxygen  =  hydrogen peroxide + NAD<sup>+</sup>
NCU10506.7	RXN2T-223	EC 3.1.1.3	1-16:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  palmitate + 1-18:3-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-223	EC 3.1.1.3	1-16:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  palmitate + 1-18:3-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-223	EC 3.1.1.3	1-16:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  palmitate + 1-18:3-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU02416.7	RXN2T-387	EC 2.3.1.158	1-18:1-2-18:1-phosphatidate + 1-18:1-2-18:1-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU00580.7	RXN2T-201	EC 3.1.2.20	OPC8-trans-2-enoyl-CoA + H<SUB>2</SUB>O  =  12-oxo-cis-10,15-phytodienoate + coenzyme A + H<SUP>+</SUP>
NCU03084.7	RXN2T-167	EC 3.2.2.1	adenosine + H<SUB>2</SUB>O  =  adenine + &beta;-D-ribopyranose
NCU00585.7	RXN-8002	EC 2.5.1.32	prephytoene diphosphate  =  all-<i>trans</i>-phytoene + diphosphate
NCU00468.7	PREPHENATE-DEHYDROGENASE-NADP+-RXN	EC 1.3.1.13	prephenate + NADP<sup>+</sup>  =  4-hydroxyphenylpyruvate + CO<SUB>2</SUB> + NADPH
NCU00944.7	LTAA-RXN	EC 4.1.2.5	L-<I>allo</I>-threonine  =  glycine + acetaldehyde
NCU05985.7	RXN2T-312	EC 2.3.1.15	<i>sn</i>-glycerol-3-phosphate + linoleoyl-CoA  =  1-linoleyl-2-lyso-phosphatidate + coenzyme A
NCU11282.7	RXN2T-312	EC 2.3.1.15	<i>sn</i>-glycerol-3-phosphate + linoleoyl-CoA  =  1-linoleyl-2-lyso-phosphatidate + coenzyme A
NCU05887.7	RXN2T-493	EC 1.1.1.47	&beta;-D-glucose + NAD<sup>+</sup>  =  D-glucono-1,5-lactone + NADH + H<SUP>+</SUP>
NCU01399.7	RXN2T-493	EC 1.1.1.47	&beta;-D-glucose + NAD<sup>+</sup>  =  D-glucono-1,5-lactone + NADH + H<SUP>+</SUP>
NCU07768.7	RXN2T-493	EC 1.1.1.47	&beta;-D-glucose + NAD<sup>+</sup>  =  D-glucono-1,5-lactone + NADH + H<SUP>+</SUP>
NCU00606.7	RXN2T-493	EC 1.1.1.47	&beta;-D-glucose + NAD<sup>+</sup>  =  D-glucono-1,5-lactone + NADH + H<SUP>+</SUP>
NCU09821.7	RXN2T-493	EC 1.1.1.47	&beta;-D-glucose + NAD<sup>+</sup>  =  D-glucono-1,5-lactone + NADH + H<SUP>+</SUP>
NCU02480.7	RXN2T-493	EC 1.1.1.47	&beta;-D-glucose + NAD<sup>+</sup>  =  D-glucono-1,5-lactone + NADH + H<SUP>+</SUP>
NCU03223.7	RXN2T-265	EC 2.7.8.2	CDP-choline + 1-18:3-2-18:2-diacylglycerol  =  CMP + 1-18:2-2-18:3-phosphatidylcholine + H<SUP>+</SUP>
NCU01993.7	RXN2T-265	EC 2.7.8.2	CDP-choline + 1-18:3-2-18:2-diacylglycerol  =  CMP + 1-18:2-2-18:3-phosphatidylcholine + H<SUP>+</SUP>
NCU08027.7	RXN2T-159	EC 3.6.1.6	2'-deoxyguanosine-5'-diphosphate + H<SUB>2</SUB>O  =  adenosine 2'-monophosphate + phosphate + H<SUP>+</SUP>
NCU04380.7	RXN2T-124	EC 6.2.1.3	ATP + stearate + coenzyme A  =  AMP + stearoyl-CoA + diphosphate
NCU00893.7	RXN-6102	EC 6.3.2.17	L-glutamate + ATP + tetrahydrofolate  =  tetrahydrofolate-L-glutamate + ADP + phosphate + H<SUP>+</SUP>
NCU00892.7	RXN-6102	EC 6.3.2.17	L-glutamate + ATP + tetrahydrofolate  =  tetrahydrofolate-L-glutamate + ADP + phosphate + H<SUP>+</SUP>
NCU01337.7	RXN-6102	EC 6.3.2.17	L-glutamate + ATP + tetrahydrofolate  =  tetrahydrofolate-L-glutamate + ADP + phosphate + H<SUP>+</SUP>
NCU04720.7	RXN2T-445	EC 1.7.1.4	ammonium hydroxide + 3.0 NAD<sup>+</sup> + H<SUB>2</SUB>O  =  nitrite + 3.0 NADH + 4.0 H<SUP>+</SUP>
NCU10506.7	RXN2T-213	EC 3.1.1.3	1-18:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  &alpha;-linolenate + 1-18:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-213	EC 3.1.1.3	1-18:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  &alpha;-linolenate + 1-18:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-213	EC 3.1.1.3	1-18:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  &alpha;-linolenate + 1-18:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU02416.7	RXN2T-368	EC 2.3.1.158	1-18:1-2-trans-16:1-phosphatidylglycerol + 1-20:0-2-18:0-diacylglycerol  =  1-18:2-lysophosphatidylglycerol + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU02416.7	RXN2T-363	EC 2.3.1.158	1-18:0-2-20:4-phosphatidate + 1-20:0-2-18:0-diacylglycerol  =  1-linoleneoyl-2-lyso-phosphatidate + 1-16:0-2-18:0-3-24:0-triacylglycerol
NCU07741.7	RXN2T-284	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + palmitoyl-CoA  =  1-16:0-2-18:1-phosphatidate + coenzyme A
NCU00168.7	RXN2T-284	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + palmitoyl-CoA  =  1-16:0-2-18:1-phosphatidate + coenzyme A
NCU06194.7	RXN2T-284	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + palmitoyl-CoA  =  1-16:0-2-18:1-phosphatidate + coenzyme A
NCU02416.7	RXN2T-348	EC 2.3.1.158	1-16:0-2-18:1-phosphatidylcholine + 1-20:0-2-18:0-diacylglycerol  =  1-18:1-lysophosphatidylcholine + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU05802.7	RXN2T-145	EC 3.6.1.15	dATP + H<SUB>2</SUB>O  =  2'-deoxyadenosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU08928.7	RXN2T-145	EC 3.6.1.15	dATP + H<SUB>2</SUB>O  =  2'-deoxyadenosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU03808.7	RXN2T-145	EC 3.6.1.15	dATP + H<SUB>2</SUB>O  =  2'-deoxyadenosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU01441.7	RXN2T-145	EC 3.6.1.15	dATP + H<SUB>2</SUB>O  =  2'-deoxyadenosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU01143.7	RXN2T-145	EC 3.6.1.15	dATP + H<SUB>2</SUB>O  =  2'-deoxyadenosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU06318.7	RXN2T-145	EC 3.6.1.15	dATP + H<SUB>2</SUB>O  =  2'-deoxyadenosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU01612.7	RXN2T-145	EC 3.6.1.15	dATP + H<SUB>2</SUB>O  =  2'-deoxyadenosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU02728.7	RXN2T-145	EC 3.6.1.15	dATP + H<SUB>2</SUB>O  =  2'-deoxyadenosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU08441.7	RXN2T-131	EC 6.2.1.2	ATP + 13(S)-hydroperoxylinolenate + coenzyme A  =  AMP + OPC8-3-hydroxyacyl-CoA + diphosphate
NCU02416.7	RXN2T-351	EC 2.3.1.158	1-18:2-2-18:3-phosphatidate + 1-20:0-2-18:0-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-18:0-2-18:2-3-18:3-triacylglycerol
NCU05802.7	RXN2T-144	EC 3.6.1.15	dCTP + H<SUB>2</SUB>O  =  dCDP + phosphate + H<SUP>+</SUP>
NCU08928.7	RXN2T-144	EC 3.6.1.15	dCTP + H<SUB>2</SUB>O  =  dCDP + phosphate + H<SUP>+</SUP>
NCU03808.7	RXN2T-144	EC 3.6.1.15	dCTP + H<SUB>2</SUB>O  =  dCDP + phosphate + H<SUP>+</SUP>
NCU01441.7	RXN2T-144	EC 3.6.1.15	dCTP + H<SUB>2</SUB>O  =  dCDP + phosphate + H<SUP>+</SUP>
NCU01143.7	RXN2T-144	EC 3.6.1.15	dCTP + H<SUB>2</SUB>O  =  dCDP + phosphate + H<SUP>+</SUP>
NCU06318.7	RXN2T-144	EC 3.6.1.15	dCTP + H<SUB>2</SUB>O  =  dCDP + phosphate + H<SUP>+</SUP>
NCU01612.7	RXN2T-144	EC 3.6.1.15	dCTP + H<SUB>2</SUB>O  =  dCDP + phosphate + H<SUP>+</SUP>
NCU02728.7	RXN2T-144	EC 3.6.1.15	dCTP + H<SUB>2</SUB>O  =  dCDP + phosphate + H<SUP>+</SUP>
NCU02416.7	RXN2T-395	EC 2.3.1.158	1-16:0-2-18:2-phosphatidylcholine + 1-18:3-2-18:2-diacylglycerol  =  1-18:3-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU02416.7	RXN2T-409	EC 2.3.1.158	1-18:3-2-18:3-phosphatidylcholine + 1-16:0-2-18:1-diacylglycerol  =  1-18:3-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU07741.7	RXN2T-294	EC 2.3.1.51	1-stearoylglycerol 3-phosphate + linoleoyl-CoA  =  1-18:1-2-18:1-phosphatidate + coenzyme A
NCU00168.7	RXN2T-294	EC 2.3.1.51	1-stearoylglycerol 3-phosphate + linoleoyl-CoA  =  1-18:1-2-18:1-phosphatidate + coenzyme A
NCU06194.7	RXN2T-294	EC 2.3.1.51	1-stearoylglycerol 3-phosphate + linoleoyl-CoA  =  1-18:1-2-18:1-phosphatidate + coenzyme A
NCU04775.7	NICOTINAMIDE-N-METHYLTRANSFERASE-RXN	EC 2.1.1.1	<i>S</i>-adenosyl-L-methionine + nicotinamide  =  <i>S</i>-adenosyl-L-homocysteine + 1-methylnicotinamide
NCU02416.7	RXN2T-423	EC 2.3.1.158	1-16:0-2-18:3-phosphatidylcholine + 1-16:0-2-18:1-diacylglycerol  =  1-16:0-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU07741.7	RXN2T-288	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + linoleneoyl-CoA  =  1-18:1-2-18:3-phosphatidate + coenzyme A
NCU00168.7	RXN2T-288	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + linoleneoyl-CoA  =  1-18:1-2-18:3-phosphatidate + coenzyme A
NCU06194.7	RXN2T-288	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + linoleneoyl-CoA  =  1-18:1-2-18:3-phosphatidate + coenzyme A
NCU02416.7	RXN2T-406	EC 2.3.1.158	1-18:0-2-16:0-phosphatidylglycerol + 1-18:3-2-18:2-diacylglycerol  =  1-18:2-lysophosphatidylglycerol + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU02416.7	RXN2T-342	EC 2.3.1.158	1-20:0-2-18:3-phosphatidylcholine + 1-20:0-2-18:0-diacylglycerol  =  1-18:3-lysophosphatidylcholine + 1-16:0-2-18:0-3-24:0-triacylglycerol
NCU06700.7	RXN2T-260	EC 3.1.1.23	mono-lineleolein + H<SUB>2</SUB>O  =  glycerol + &alpha;-linolenate + H<SUP>+</SUP>
NCU02416.7	RXN2T-438	EC 2.3.1.158	1-18:0-2-20:4-phosphatidate + 1-16:0-2-18:1-diacylglycerol  =  1-stearoylglycerol 3-phosphate + 1-18:0-2-18:1-3-18:3-triacylglycerol
NCU10506.7	RXN2T-215	EC 3.1.1.3	1-18:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  arachidate + 1-18:3-2-16:0-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-215	EC 3.1.1.3	1-18:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  arachidate + 1-18:3-2-16:0-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-215	EC 3.1.1.3	1-18:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  arachidate + 1-18:3-2-16:0-diacylglycerol + H<SUP>+</SUP>
NCU00580.7	RXN2T-198	EC 3.1.2.20	linoleneoyl-CoA + H<SUB>2</SUB>O  =  &alpha;-linolenate + coenzyme A + H<SUP>+</SUP>
NCU06673.7	DCMP-DEAMINASE-RXN	EC 3.5.4.12	dCMP + H<SUB>2</SUB>O  =  ammonia + dUMP
NCU02416.7	RXN2T-418	EC 2.3.1.158	1-18:2-2-18:2-sn-glycerol-3-phosphocholine + 1-16:0-2-18:1-diacylglycerol  =  1-18:2-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU08977.7	RXN2T-508	RXN-4465-16-HYDROXYPALMITATE/OXYGEN-MOLECULE//CPD-10512/HYDROGEN-PEROXIDE.65.	16-hydroxypalmitate + oxygen  =  hydrogen peroxide + 16-oxo-palmitate
NCU03693.7	RXN2T-495	EC 1.1.1.69	D-gluconate + NAD<sup>+</sup>  =  5-dehydro-D-gluconate + NADH + H<SUP>+</SUP>
NCU04592.7	RXN2T-495	EC 1.1.1.69	D-gluconate + NAD<sup>+</sup>  =  5-dehydro-D-gluconate + NADH + H<SUP>+</SUP>
NCU06123.7	PHOSPHOKETOLASE-RXN	EC 4.1.2.9	D-xylulose-5-phosphate + phosphate  &rarr;  D-glyceraldehyde-3-phosphate + acetylphosphate + H<SUB>2</SUB>O
NCU05151.7	PHOSPHOKETOLASE-RXN	EC 4.1.2.9	D-xylulose-5-phosphate + phosphate  &rarr;  D-glyceraldehyde-3-phosphate + acetylphosphate + H<SUB>2</SUB>O
NCU02416.7	RXN2T-344	EC 2.3.1.158	1-20:0-2-18:2-phosphatidylcholine + 1-20:0-2-18:0-diacylglycerol  =  1-18:2-lysophosphatidylcholine + 1-16:0-2-18:0-3-24:0-triacylglycerol
NCU07741.7	RXN2T-291	EC 2.3.1.51	1-linoleyl-2-lyso-phosphatidate + linoleneoyl-CoA  =  1-18:2-2-18:3-phosphatidate + coenzyme A
NCU00168.7	RXN2T-291	EC 2.3.1.51	1-linoleyl-2-lyso-phosphatidate + linoleneoyl-CoA  =  1-18:2-2-18:3-phosphatidate + coenzyme A
NCU06194.7	RXN2T-291	EC 2.3.1.51	1-linoleyl-2-lyso-phosphatidate + linoleneoyl-CoA  =  1-18:2-2-18:3-phosphatidate + coenzyme A
NCU03381.7	RXN2T-271	EC 2.7.7.41	1-16:0-2-18:1-phosphatidate + CTP + H<SUP>+</SUP>  =  1-16:0-2-18:1-CDP-diacylglycerol + diphosphate
NCU03771.7	RXN2T-271	EC 2.7.7.41	1-16:0-2-18:1-phosphatidate + CTP + H<SUP>+</SUP>  =  1-16:0-2-18:1-CDP-diacylglycerol + diphosphate
NCU09643.7	RXN2T-271	EC 2.7.7.41	1-16:0-2-18:1-phosphatidate + CTP + H<SUP>+</SUP>  =  1-16:0-2-18:1-CDP-diacylglycerol + diphosphate
NCU01106.7	RXN2T-450	EC 1.4.3.2	L-tyrosine + H<SUB>2</SUB>O + oxygen  =  4-hydroxyphenylpyruvate + hydrogen peroxide + ammonia + H<SUP>+</SUP>
NCU01066.7	RXN2T-450	EC 1.4.3.2	L-tyrosine + H<SUB>2</SUB>O + oxygen  =  4-hydroxyphenylpyruvate + hydrogen peroxide + ammonia + H<SUP>+</SUP>
NCU02416.7	RXN2T-364	EC 2.3.1.158	1-18:3-2-trans-16:1-phosphatidylglycerol + 1-20:0-2-18:0-diacylglycerol  =  1-18:1-lysophosphatidylglycerol + 1-18:0-2-18:1-3-18:2-triacylglycerol
NCU04621.7	LIPOXYGENASE-RXN	EC 1.13.11.12	linoleate + oxygen  =  13(S)-hydroperoxyoctadeca-9,11-dienoate
NCU01654.7	RXN2T-101	EC 6.2.1.3	ATP<SUB>[glyoxysomal lumen]</SUB> + 2-butanoate<SUB>[glyoxysomal lumen]</SUB> + coenzyme A<SUB>[glyoxysomal lumen]</SUB>  =  AMP<SUB>[glyoxysomal lumen]</SUB> + butanoyl-CoA<SUB>[glyoxysomal lumen]</SUB> + diphosphate<SUB>[glyoxysomal lumen]</SUB>
NCU03929.7	RXN2T-101	EC 6.2.1.3	ATP<SUB>[glyoxysomal lumen]</SUB> + 2-butanoate<SUB>[glyoxysomal lumen]</SUB> + coenzyme A<SUB>[glyoxysomal lumen]</SUB>  =  AMP<SUB>[glyoxysomal lumen]</SUB> + butanoyl-CoA<SUB>[glyoxysomal lumen]</SUB> + diphosphate<SUB>[glyoxysomal lumen]</SUB>
NCU06063.7	RXN2T-101	EC 6.2.1.3	ATP<SUB>[glyoxysomal lumen]</SUB> + 2-butanoate<SUB>[glyoxysomal lumen]</SUB> + coenzyme A<SUB>[glyoxysomal lumen]</SUB>  =  AMP<SUB>[glyoxysomal lumen]</SUB> + butanoyl-CoA<SUB>[glyoxysomal lumen]</SUB> + diphosphate<SUB>[glyoxysomal lumen]</SUB>
NCU04380.7	RXN2T-101	EC 6.2.1.3	ATP<SUB>[glyoxysomal lumen]</SUB> + 2-butanoate<SUB>[glyoxysomal lumen]</SUB> + coenzyme A<SUB>[glyoxysomal lumen]</SUB>  =  AMP<SUB>[glyoxysomal lumen]</SUB> + butanoyl-CoA<SUB>[glyoxysomal lumen]</SUB> + diphosphate<SUB>[glyoxysomal lumen]</SUB>
NCU06144.7	3.6.4.4-RXN	EC 3.6.4.4	ATP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU05028.7	3.6.4.4-RXN	EC 3.6.4.4	ATP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU06733.7	3.6.4.4-RXN	EC 3.6.4.4	ATP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU03715.7	3.6.4.4-RXN	EC 3.6.4.4	ATP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU04581.7	3.6.4.4-RXN	EC 3.6.4.4	ATP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU05180.7	3.6.4.4-RXN	EC 3.6.4.4	ATP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU06832.7	3.6.4.4-RXN	EC 3.6.4.4	ATP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU02626.7	3.6.4.4-RXN	EC 3.6.4.4	ATP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
NCU00927.7	3.6.4.4-RXN	EC 3.6.4.4	ATP + H<SUB>2</SUB>O  =  ADP + phosphate + H<SUP>+</SUP>
